id,title,abstract
17014,Sweep net samples on grassland EPs in 2010 subset Orthoptera,The effects of land use on arthropod diversity is studied in all three exploratories during the whole vegetation period
17015,Sweep net samples on grassland EPs in 2010 subset Neuroptera,The effects of land use on arthropod diversity is studied in all three exploratories during the whole vegetation period
17016,Sampling dates for arthropod traps on forest EPs 2008 to 2022 (including FOX),Contains information on sampling dates for arthropod samplings with ground traps and window traps in forest from 2008-2022 (including FOX experiment).
17017,Sampling dates for arthropod ground traps on grassland EPs 2008 to 2013,Contains information on sampling dates for arthropod samplings with ground traps and window traps in forest from 2008-2013
17018,Sampling dates for arthropod sweep-net sampling on grassland EPs 2008 to 2023,Contains information on sampling dates for arthropod samplings with sweep nets in grasslands from 2008-2023
17026,"Soil sampling campaign 2011, all experimental plots (EP), 0-10 cm - mineral soil respiration",Lab incubations with soil samples from the upper 10 cm of the mineral soil
17046,"Soil animals, earthworms & myriapoda (150EPs, 2011)",Sampling of earthworms and myriapoda (soil macrofauna) in Spring 2011 as part of the joint soil sampling campaign.
17066,"Summary of Lidar derived forest structure parameter on all forest EPs, 2008 - 2010",EP level summary of high resolution Lidar derived forest structure parameters of the Bexis dataset 15246 of Jens Nieschulze and Sonja Kaiser.
17067,MinSoil 2011 Mineral Soil Respiration Isotopes,13C and 14C isotopes were measured in respired CO2.
17086,"Soil bulk density and organic carbon and total nitrogen stocks - soil sampling campaign 2011, all experimental plots (EP), 0-10 cm","The core project Soil provides information on soil properties and ecosystem functions across all plots of the Biodiversity Exploratories. This dataset contains the soil bulk density and the soil organic carbon (OC), total nitrogen (TN) and total sulfur (TS) stocks in 0-10 cm depth from all experimental plots (EP) in 2017. Samples were collected in three regions in Germany (Schorfheide-Chorin, Hainich-Dün and Schwäbische Alb). Soils are important reservoirs for carbon, nitrogen and sulfur. The storage of organic carbon and nutrients is not only important for climate regulation and plant growth but also affects other soil functions. A multitude of natural factors (e.g. climate, parent material, landscape position) but also human-induced factors (e.g. land use type, management intensity) influence the potential of soils to store carbon and nutrients. Bulk density is used to calculate elemental stocks but at same time it is also an important indicator of the degree of soil compaction. It therefore greatly affects the water and solute movement in soils and the soil aeration.The data collection was part of the core project Soil within the framework of the DFG-funded joint project Biodiversity Exploratories (SCHR 1181/2-1, TR 1054/4-1, https://www.biodiversity-exploratories.de/)."
17126,BELongDead fungi sporocarp overview inventory 2012 (760 logs),"Wood decomposition is the outcome of multiple interactions between decomposer communities and the substrate. These interactions largely depend on top–down control from abiotic and biotic factors whose interactions determine the local environment. Many wood-inhabiting fungi appear, based on fruit bodies, to have a preference for certain tree species. In some cases substrate preferences relate to interspecific differences."
17146,MinSoil 2011 Mineral Soil delta14C,14C isotopes of soil organic matter.
17166,"Soil sampling campaign 2011, all forest experimental plots (EP), 0-10 cm - mineral soil enzymes","Determination of soil enzymes (beta-glucosidase, xylanase, N-actyl-glucosaminidase, phophatase)"
17186,Fungal sporocarp inventory on deadwood logs in the EP-plots 2011,"The most obvious effect of forestry is the extraction of trees for commercial purposes. This will result in a loss of dead wood resources for xylobiont species, in terms of quantity, quality and dynamics."
17226,MinSoil 2012 Tree distance Estimated Clay,"1) Water content of air-dry soil(0-10 cm; 10-20 cm);
2) Estimation of clay contents (0-10 cm; 10-20 cm)"
17246,Sweep net samples on grassland EPs in 2011 subset Coleoptera,The effects of land use on arthropod diversity is studied in all three exploratories during the whole vegetation period
17247,Sweep net samples on grassland EPs in 2011 subset Hemiptera,The effects of land use on arthropod diversity is studied in all three exploratories during the whole vegetation period
17266,Sweep net samples on grassland EPs in 2011 subset Araneae,The effects of land use on arthropod diversity is studied in all three exploratories during the whole vegetation period
17267,Sweep net samples on grassland EPs in 2011 subset Orthoptera,The effects of land use on arthropod diversity is studied in all three exploratories during the whole vegetation period
17326,EP Grassland Landuse Information HAI 2014,"Information about the land use on the EPs in 2014, based on information given by the farmers or on observations by members of the exploratories.
This file will be updated continuously.
It should be used only for fieldwork planning, NOT FOR ANALYSIS!."
17327,BELongDead - Photos of logs - HAI (2013),Every BELongDead log was photographed in the time period between May and July 2013.
17346,BTE Translocation experiment - Height of beech seedlings in July 2013,"Aims of this study
-	Differences in phenotypic traits between the exploratories?
-	 Differences in the performance of the plants?
-	 Physiological plasticity for adapting to different environments 
-	Interaction of the beech host individual environment and the mycorrhizal diversity."
17386,"Headspace collection of different number of plant species in the laboratory, 2010",The aim is to investigate whether plant species diversity affects the odour diversity of the vegetation. Since plant diverse patches can impact olfactory orientation of insects the question is whether plant diverse patches are also more diverse in odour.
17387,"Headspace collections - biomass of plant species in the laboratory, 2010",The aim is to investigate whether plant species diversity affects the odour diversity of the vegetation. Since plant diverse patches can impact olfactory orientation of insects the question is whether plant diverse patches are also more diverse in odour.
17406,"Headspace collection: chemical compounds of plant odour of 26 grassland plots, 2009",Plant diverse patches can disturb olfactory orientation of insects. Plant odour diversity and plant species diversity might correlate. Headspace collections were conducted in order to correlate chemical (odour) diversity and plant species diversity.
17407,"Headspace collection: plant species of 26 grassland plots, 2009",Plant diverse patches can disturb olfactory orientation of insects. Plant odour diversity and plant species diversity might correlate. Headspace collections were conducted in order to correlate chemical (odour) diversity and plant species diversity.
17426,"Odour diversity field data of 26 grassland plots, 2009",correlation of plant species diversity and plant odour diversity
17446,"SCALEMIC - Plant diversity, 2011","Plant diversity data assessment at three dates (may, june, october) in the SCALEMIC experiment"
17467,Nitrification-denitrification dynamics upon ammonium addition ALB,"This study investigates the dynamics of nitrification and denitrification processes influenced by different oxygen levels (adjusted via different water contents: 50% and 80% of WHKmax). Plots of different land-use intensites were chosen to investigate the influence of land-use intensities and fertilization on denitrification and nitrification. The dynamics were investigated at different timepoints (T0, T1 after 24h, T2 after 48h, T3 after 144h) to monitor changes in the investigated processes over time upon ammonium addition."
17468,"Decomposition activity of forest soil communities in a litter bag (HAI, SCH 2011 - 2013)","We tested decomposition activity of forest soil communities in a litter bag study with two mesh-sizes (Micro-,Macromesh) across all 4 major forest types (no ""Plenterwälder"") in Hainich-Dün and Schorfheide-Chorin. The experiment was embedded in a root-exclosure installation (""trenching""). We used leaf litter from two tree species, i.e. Fagus sylvatica and Acer platanoides. Thus the litterbag study had a 3x3 design: 2 litter types, 2 mesh-sizes, 2 treatments (trenched and non-trenched control). Trenching was established in autumn 2011. Study time for litter decomposition was from February 2012 (initialization of litter bags) across 3 sampling dates to October 2013."
17469,Nitrification-denitrification dynamics upon nitrate addition ALB,"This study investigates the dynamics of nitrification and denitrification processes influenced by different oxygen levels (adjusted via different water contents: 50% and 80% of WHKmax). Plots of different land-use intensites were chosen to investigate the influence of land-use intensities and fertilization on denitrification and nitrification. The dynamics were investigated at different timepoints (T0, T1 after 24h, T2 after 48h, T3 after 144h) to monitor changes in the investigated processes over time upon nitrate addition."
17470,Leaf litter parameters (2011),We measured leaf litter parameters of 16 EP plots on every exploratory in spring 2011.
17471,Mastermatrix fusion (2008+2011),Soil invertebrates(meso- and macrofauna)from two sampling campaigns in spring 2008 and 2011. 16 EPs per Exploratory. According EPplotID´s are given but not as a directly operable variable.
17486,"Stand age of all forest EPs, 2012",Stand age may be a driver of biodiversity. Here we list the age of tree stratums for the forest EPs.
17506,Influence of LUI on nitrogen-cycling microbes - 13C labeling experiment,This study investigates the active fraction of soil microorganisms involved in nitrogen-cycling processes via a 13C labeling greenhouse experiment. Plots of different land-use intensites from ALB were chosen to investigate the influence of land-use intensities on plant and soil parameters as well as on nitrogen-cycling community. Dactylis glomerata was used as a model plant.
17526,"Flower visitor response to temperature on 40 grassland EPs (ALB, HAI), 2012",We want to relate changes in species relative activity densities to actual temperature conditions.
17531,"BEDry - Growth conductance - Phytometer  (9 forest sites, 2011-2013)","Climate change is predicted to severely affect precipitation patterns across central Europe. The forest understorey  has  not  been  subject  to  an  extensive  investigation  with  respect  to  climate  change,  yet,  even though it is playing an important role in natural regeneration and forest succession. We propose here to establish roof systems in forest plots in all three Exploratories and to study biogeochemical and hydropedological processes in response to reduced precipitation, and their interaction with forest land use type and the diversity of the forest understorey and of soil biota. Our research is focused on the direct and indirect effects of drought on different parts of the forest understorey system and the consequences for plant growth. We will address the effects of soil hydrological structures and functions and precipitation regime on the water and carbon balance of plant species and the resulting community effects in the manipulation experiments across land-use and biodiversity gradients. We will also take into account direct drought plus plant diversity effects on the microbial community structure and function and address the biotic feedback on soil structure and thus hydrological functions."
17533,BEDry - Evapotranspiration (2012),The main hypotheses concern the direct and indirect effects of drought on different parts of the forest understorey system and the consequences for plant growth.We addressed the effects of soil hydrological structures and functions and precipitation regime on the water and carbon balance of plant species and the resulting community effects in the manipulation experiments across land-use and biodiversity gradients. We also took into account direct drought plus plant diversity effects on the microbial community structure and function and address the biotic feedback on soil structure and thus hydrological functions.
17534,"BEDry - Basic soil profile description (9 forest sites, 2012)",Basic soil profile description
17535,"Leaf traits self measured (BERICH, 2011)","The overarching objective of this project is to understand assembly rules of the grassland communities in the Biodiversity Exploratories. Our principal experimental approach is enrichment planting, using different species additions to test for community saturation, to evaluate predictions based on the co-occurrence information in the GVRD, to analyse whether the community is characterized by trait similarity or dissimilarity and whether the latter reflects prevailing environmental filters or niche complementarity. Our study will include the three main different land use types (meadow, pasture, mown pasture) in all three Exploratories."
17536,"BEDry - Soil characteristics (9 forest sites, 2012)",determination of Mualem-van-Genuchten-parameter -> water retention curves
17537,"Leaf traits self measured + regression database (BERICH, 2011)","The overarching objective of this project is to understand assembly rules of the grassland communities in the Biodiversity Exploratories. Our principal experimental approach is enrichment planting, using different species additions to test for community saturation, to evaluate predictions based on the co-occurrence information in the GVRD, to analyse whether the community is characterized by trait similarity or dissimilarity and whether the latter reflects prevailing environmental filters or niche complementarity. Our study will include the three main different land use types (meadow, pasture, mown pasture) in all three Exploratories."
17547,"Herbivore density in Fagus sylvatica on 54 forstes EPs, 2013",We considered leave damage of Fagus sylvatica compared to the density of different herbivore taxons.
17548,BEDry - Transpiration photosynthesis (2012),The main hypotheses concern the direct and indirect effects of drought on different parts of the forest understorey system and the consequences for plant growth.We addressed the effects of soil hydrological structures and functions and precipitation regime on the water and carbon balance of plant species and the resulting community effects in the manipulation experiments across land-use and biodiversity gradients. We also took into account direct drought plus plant diversity effects on the microbial community structure and function and address the biotic feedback on soil structure and thus hydrological functions.
17549,"BEDry - Taxa summary pyrosequencing, some forest plots, 2012","In this data file 16S rRNA gene based analysis of forest soil microbial community composition is stored. We took into account direct effects of drought, site and landuse intensity on the microbial community composition.Soil samples (AH) were collected in late summer 2012."
17566,"Percentual leaf damage in Fagus sylvatica on 54 forest EPs, 2012/13","Percentual leaf damage of different tree species and individuals in different heights during a season
measurements"
17567,GenLand - Phenotypic traits of Lotus corniculatus - common garden 2012 - fitness,"In the grassland plant, Lotus corniculatus, we measured phenotypic traits and their heritabilities (as measures of quantitative-genetic variation within populations) and QST values (as measures of quantitative-genetic variation among populations) and related them to land use data and landscape metrics."
17586,"Observational forest inventory SCH 2013, header sample stand",Description of forest diversity outside the EPs at landscape level
17587,"Observational forest inventory SCH 2013, single tree","see header file,(ID: 17586)
single tree survey in nested plot circles"
17588,"Observational forest inventory SCH 2013, surrounding","see header file and field guide pdf
(ID: 17649 and 17586)"
17589,"Observational forest inventory SCH 2013, regeneration","see header file and field guide pdf
(ID: 17649 and 17586)"
17606,GeneBank accession numbers - PopGeneLand primers,Development of primers to measure genetic diversity in Abax parallelepipedus
17626,"Observational forest inventory SCH 2013, ground vegetation","see field guide pdf and header file
(ID: 17649 and 17586)"
17646,"Observational forest inventory SCH 2013, deadwood thick","see field guide pdf and header file
(ID: 17649 and 17586)"
17647,"Observational forest inventory SCH 2013, deadwood thin","see field guide pdf and header file
(ID: 17649 and 17586)"
17648,"Observational forest inventory SCH 2013, stumps","see field guide pdf and header file
(ID: 17649 and 17586)"
17649,"Observational forest inventory 2013, field guide",Forest inventory at landscape level on systematic grids in three exploratories
17650,Trapping Effort A. parallelepipedus,This data set shows the trapping effort needed to collect 33 individuals of Abax parallelepipedus from each of the VIP's.
17687,"Stand structure and composition on all forest EPs, 2008-2014",Summary results of the “forest inventory at the EP level” on forest stand properties and forest stand composition.
17689,"Mean canopy temperature for three different tree species around the Hainich climate tower, 2012",Mean canopy temperature for three different tree species around the Hainich climate tower
17706,"New forest type classification of all forest EPs, 2008-2014","This is a new classification of forest types, forest developmental stage, stand mixture, and stand composition based on the results of the forest inventory at EP level (Bexis 17687 “Stand structure and composition on all forest EPs, 2008-2014”, 2st phase of the exploratories and afterwards). We propose to use the groups presented therein instead of the forest types and classifications given in the dataset Bexis 10580, which is based on the GP-inventory (1st phase of the exploratories from 2006 to 2008)."
17707,"Physico-chemical and microbial soil properties and plant diversity of AEG31, 2011, SCALEMIC-Experiment",Scalemic Experiment investigates the spatial and temporal changes in microbial community composition and nitrogen cycling processes at the plot scale (10m x 10m) under different stages of plant growth in a low land use intensity grassland.
17726,"Observational forest inventory HAI 2013, stumps","see field guide pdf and header file
(ID: 17649 and 17733)"
17727,"Observational forest inventory HAI 2013, deadwood thin","see field guide pdf and header file
(ID: 17649 and 17733)"
17728,"Observational forest inventory HAI 2013, deadwood thick","see field guide pdf and header file
(ID: 17649 and 17733)"
17729,"Observational forest inventory HAI 2013, ground vegetation","see field guide pdf and header file
(ID: 17649 and 17733)"
17730,"Observational forest inventory HAI 2013, regeneration","see header file and field guide pdf
(ID: 17649 and 17733)"
17731,"Observational forest inventory HAI 2013, surrounding","see header file and field guide pdf
(ID: 17649 and 17733)"
17732,"Observational forest inventory HAI 2013, single tree","see header file, (ID: 17733)
single tree survey in nested plot circles"
17733,"Observational forest inventory HAI 2013, header sample stand",Description of forest diversity outside the EPs at landscape level
17746,"SMI - Silvicultural management intensity index on all forest EPs, 2008-2014",Index of silvicultural management intensity (SMI)
17766,"Dendrometer data of trees, Neighbor, 1 MIP, 2012-2013","By analyzing the growth response of trees as a function of local neighborhood diversity, the main objectives of the project are 1) to explain the growth response of selected trees on different time scales (day to year) as a function of their neighborhood 2) to reveal the impact of neighborhood density and species composition on individual tree growth and 3) to explain the revealed growth pattern by using growth related plant traits."
17767,Colony growth of bumblebees,"Domesticated honeybees (Apis mellifera) are suspected to have negative impacts on native pollinators, particularly wild bees, due to their large numbers, generalist resource use, and competitive strength. However, evidence for such effects is scant since competition for resources is difficult to demonstrate in mobile and long-lived organisms. We will exploit the unique advantages of the biodiversity exploratories to probe for competitive interactions between honeybees and their wild eusocial relatives, bumblebees (Bombus spp.). Therefore, we placed 40 commerically producted bumblebee colonies on 30 EPs of the Swäbische Alb. Additionally, we placed 10 colonies right next to bee hives of beekeepers that are also located in the Biosphere Reserve Schwäbische Alb. Documented are the weight gains of these colonies after a months outside. After one month we had freeye the colonies because we wanted to avoid the spread of commerically produced bumblebee drones and gynes."
17806,Phosphate release kinetics at stable pH in calcareous grassland soils of ALB,"Phosphate release kinetics in soils are of global interest because sustainable plant nutrition with phosphate will be a major concern in the future. Dissolution of phosphate-containing minerals induced by a changing rhizosphere equilibrium through proton input is one important mechanism that releases phosphate into bioavailable forms. Our objectives were (i) to determine phosphate release kinetics during H+ addition in calcareous soils of the Schwäbische Alb, Germany, and to assess the influence of (ii) land-use type (grassland vs. forest) and (iii) management intensity on reactive phosphate pools and phosphate release rate constants during H+ addition. Phosphate release kinetics were characterized by a large fast-reacting phosphatepool, which could be attributed to poorly-crystalline calcium phosphates, and a small slow-reacting phosphate pool probably originating from carbonate-bearing hydroxylapatite. Both reactive phosphate pools—as well as total phosphate concentrations (TP) in soil—were greater in grassland than in forest soils. In organically fertilized grassland soils, concentrations of released phosphate were higher than in unfertilized soils, likely because organic fertilizers contain poorly-crystalline phosphate compounds which are further converted into sparingly soluble phosphate forms. Because of an enriched slow-reacting phosphate pool, mown pastures were characterized by a more continuous slow phosphate release reaction in contrast to clear biphasic phosphate release patterns in meadows. Consequently, managing phosphate release kinetics via management measures is a valuable tool to evaluate longer-term P availability in soil in the context of finite rock phosphate reserves on earth."
17807,Phosphate release kinetics at stable pH in calcareous forest soils of ALB,"Phosphate release kinetics in soils are of global interest because sustainable plant nutrition with phosphate will be a major concern in the future. Dissolution of phosphate-containing minerals induced by a changing rhizosphere equilibrium through proton input is one important mechanism that releases phosphate into bioavailable forms. Our objectives were (i) to determine phosphate release kinetics during H+ addition in calcareous soils of the Schwäbische Alb, Germany, and to assess the influence of (ii) land-use type (grassland vs. forest) and (iii) management intensity on reactive phosphate pools and phosphate release rate constants during H+ addition. Phosphate release kinetics were characterized by a large fast-reacting phosphatepool, which could be attributed to poorly-crystalline calcium phosphates, and a small slow-reacting phosphate pool probably originating from carbonate-bearing hydroxylapatite. Both reactive phosphate pools—as well as total phosphate concentrations (TP) in soil—were greater in grassland than in forest soils. In organically fertilized grassland soils, concentrations of released phosphate were higher than in unfertilized soils, likely because organic fertilizers contain poorly-crystalline phosphate compounds which are further converted into sparingly soluble phosphate forms. Because of an enriched slow-reacting phosphate pool, mown pastures were characterized by a more continuous slow phosphate release reaction in contrast to clear biphasic phosphate release patterns in meadows. Consequently, managing phosphate release kinetics via management measures is a valuable tool to evaluate longer-term P availability in soil in the context of finite rock phosphate reserves on earth."
17886,"Forest soil fauna biomass, 2008 (with size classes)",Changes in soil food web structure of the decomposer system with land use intensity in forest systems
17887,"Forest soil fauna abundances, 2008 (with size classes)",Changes in soil food web structure of the decomposer system with land use intensity in forest systems
17907,"Pattern of watersoluble aromatic ligninfragments in deadwood on the VIP with plotid, 2009",This date show the variability of watersoluble aromatic ligninfragments in dead wood.
17926,GenLand - Phenotypic traits of Lotus corniculatus - common garden 2013 - fitness,"In the grassland plant, Lotus corniculatus, we measured phenotypic traits and their heritabilities (as measures of quantitative-genetic variation within populations) and QST values (as measures of quantitative-genetic variation among populations) and related them to land use data and landscape metrics."
17966,GenLand - Phenotypic traits of Anthriscus sylvestris - common garden 2013 - fitness,"In the grassland plant, Anthriscus sylvestris, we measured phenotypic traits and their heritabilities (as measures of quantitative-genetic variation within populations) and QST values (as measures of quantitative-genetic variation among populations) and related them to land use data and landscape metrics."
17967,GenLand - Phenotypic traits of Lotus corniculatus - common garden 2012 - heritability,"In the grassland plant, Lotus corniculatus, we measured phenotypic traits and their heritabilities (as measures of quantitative-genetic variation within populations) and QST values (as measures of quantitative-genetic variation among populations) and related them to land use data and landscape metrics."
17986,GenLand - Phenotypic traits of Lotus corniculatus - common garden 2013 - heritability,"In the grassland plant, Lotus corniculatus, we measured phenotypic traits and their heritabilities (as measures of quantitative-genetic variation within populations) and QST values (as measures of quantitative-genetic variation among populations) and related them to land use data and landscape metrics."
17987,GenLand - Phenotypic traits of Anthriscus sylvestris - common garden 2013 - heritability,"In the grassland plant, Anthriscus sylvestris, we measured phenotypic traits and their heritabilities (as measures of quantitative-genetic variation within populations) and QST values (as measures of quantitative-genetic variation among populations) and related them to land use data and landscape metrics."
18006,GenLand - Phenotypic traits of Cynosurus cristatus - common garden 2013 - fitness,"In the grassland plant, Cynosurus cristatus, we measured phenotypic traits and their heritabilities (as measures of quantitative-genetic variation within populations) and QST values (as measures of quantitative-genetic variation among populations) and related them to land use data and landscape metrics."
18007,GenLand - Phenotypic traits of Cynosurus cristatus - common garden 2013 - heritability,"In the grassland plant, Cynosurus cristatus, we measured phenotypic traits and their heritabilities (as measures of quantitative-genetic variation within populations) and QST values (as measures of quantitative-genetic variation among populations) and related them to land use data and landscape metrics."
18026,GenLand - Phenotypic traits of Lathyrus pratensis - common garden 2012 - fitness,"In the grassland plant, Lathyrus pratensis, we measured phenotypic traits and their heritabilities (as measures of quantitative-genetic variation within populations) and QST values (as measures of quantitative-genetic variation among populations) and related them to land use data and landscape metrics."
18027,GenLand - Phenotypic traits of Lathyrus pratensis - common garden 2012 - heritability,"In the grassland plant, Lathyrus pratensis, we measured phenotypic traits and their heritabilities (as measures of quantitative-genetic variation within populations) and QST values (as measures of quantitative-genetic variation among populations) and related them to land use data and landscape metrics."
18028,GenLand - Phenotypic traits of Lathyrus pratensis - common garden 2013 - fitness,"In the grassland plant, Lathyrus pratensis, we measured phenotypic traits and their heritabilities (as measures of quantitative-genetic variation within populations) and QST values (as measures of quantitative-genetic variation among populations) and related them to land use data and landscape metrics."
18029,GenLand - Phenotypic traits of Lathyrus pratensis - common garden 2013 - heritability,"In the grassland plant, Lathyrus pratensis, we measured phenotypic traits and their heritabilities (as measures of quantitative-genetic variation within populations) and QST values (as measures of quantitative-genetic variation among populations) and related them to land use data and landscape metrics."
18066,"Observational forest inventory ALB 2013, header sample stand",Description of forest diversity outside the EPs at landscape level
18067,"Observational forest inventory ALB 2013, single tree","see header file,
single tree survey in nested plot circles"
18068,"Observational forest inventory ALB 2013, surrounding","see header file and field guide pdf
(ID: 17649 and 18066)"
18069,"Observational forest inventory ALB 2013, regeneration","see header file and field guide pdf
(ID: 17649 and 18066)"
18070,"Observational forest inventory ALB 2013, ground vegetation","see field guide pdf and header file
(ID: 17649 and 18066)"
18071,"Observational forest inventory ALB 2013, deadwood thick","see field guide pdf and header file
(ID: 17649 and 18066)"
18072,"Observational forest inventory ALB 2013, deadwood thin","see field guide pdf and header file
(ID: 17649 and 18066)"
18073,"Observational forest inventory ALB 2013, stumps","see field guide pdf and header file
(ID: 17649 and 18066)"
18106,GenLand - Phenotypic traits of Knautia arvensis - common garden 2012 - fitness,"In the grassland plant, Knautia arvensis, we measured phenotypic traits and their heritabilities (as measures of quantitative-genetic variation within populations) and QST values (as measures of quantitative-genetic variation among populations) and related them to land use data and landscape metrics."
18107,GenLand - Phenotypic traits of Knautia arvensis - common garden 2012 - heritability,"In the grassland plant, Knautia arvensis, we measured phenotypic traits and their heritabilities (as measures of quantitative-genetic variation within populations) and QST values (as measures of quantitative-genetic variation among populations) and related them to land use data and landscape metrics."
18108,GenLand - Phenotypic traits of Knautia arvensis - common garden 2013 - fitness,"In the grassland plant, Knautia arvensis, we measured phenotypic traits and their heritabilities (as measures of quantitative-genetic variation within populations) and QST values (as measures of quantitative-genetic variation among populations) and related them to land use data and landscape metrics."
18126,GenLand - Phenotypic traits of Knautia arvensis - common garden 2013 - heritability,"In the grassland plant, Knautia arvensis, we measured phenotypic traits and their heritabilities (as measures of quantitative-genetic variation within populations) and QST values (as measures of quantitative-genetic variation among populations) and related them to land use data and landscape metrics."
18148,InsectScale - Landscape Coverage in plot surroundings from 250 - 2000m (2009),"The aim of this sub-project is to quantify regional land use types  within the Biodiversity Exploratories, so that the effects of landscape composition and configuration and scale-dependency of biodiversity patterns, biotic interactions and ecosystem functioning can be analysed."
18166,"Acanthamoeba NGS abundance (AEG, 2011 - 2012)","Nanofauna: amoebal diversity in relation to land use and ecosystem functioning. The diversity of two major groups of amoebal protists (Myxomycetes, Acanthamoeba) was investigated using 454 sequencing in all grasslands plots in the tree exploratories. The first part of the SSU was targeted using specifically designed primers."
18186,Trap-Nest-Specieslist 2008 ALB HAI SCH,"Monitoring of species numbers diversity of trap-nesting bees, wasps and their natural enemies"
18187,"Myxomycetes NGS abundance (HEG, 2011 - 2012)","Nanofauna: amoebal diversity in relation to land use and ecosystem functioning. The diversity of two major groups of amoebal protists (Myxomycetes, Acanthamoeba) was investigated using 454 sequencing in all grasslands plots in the tree exploratories. The first part of the SSU was targeted using specifically designed primers."
18206,"Myxomycetes NGS abundance (SEG, 2011 - 2012)","Nanofauna: amoebal diversity in relation to land use and ecosystem functioning. The diversity of two major groups of amoebal protists (Myxomycetes, Acanthamoeba) was investigated using 454 sequencing 
in all grasslands plots in the tree exploratories. The first part of the SSU was targeted using specifically designed primers."
18207,"Acanthamoeba NGS abundance (HEG, 2010 - 2011)","Nanofauna: amoebal diversity in relation to land use and ecosystem functioning. The diversity of two major groups of amoebal protists (Myxomycetes, Acanthamoeba) was investigated using 454 sequencing in all grasslands plots in the tree exploratories. The first part of the SSU was targeted using specifically designed primers."
18208,"Acanthamoeba NGS abundance (SEG, 2011 - 2012)","Nanofauna: amoebal diversity in relation to land use and ecosystem functioning. The diversity of two major groups of amoebal protists (Myxomycetes, Acanthamoeba) was investigated using 454 sequencing in all grasslands plots in the tree exploratories. The first part of the SSU was targeted using specifically designed primers."
18226,"Myxomycetes NGS abundance (AEG, 2011 - 2012)","Nanofauna: amoebal diversity in relation to land use and ecosystem functioning. The diversity of two major groups of amoebal protists (Myxomycetes, Acanthamoeba) was investigated using 454 sequencing in all grasslands plots in the tree exploratories. The first part of the SSU was targeted using specifically designed primers."
18268,"1st forest inventory on all forest EPs, single tree data, 2008 - 2014",Within the “Forest inventory at the EP level” all trees growing on the forest plots (EPs) were surveyed. This dataset comprises original data on species and diameter at breast height (dbh) of 78234 trees (caliper limit: dbh >= 7 cm).
18269,"Stand composition, abundance on all forest EPs, 2008 – 2014",This matrix dataset describes the composition of the forest EPs in terms of tree species abundance (Individuals per EP for trees species).
18270,"Stand composition, basal area on all forest EPs, 2008 - 2014",This matrix dataset describes the composition of the forest EPs in terms of tree species basal area (Basal area per EP for trees species).
18271,"Stand composition, crown projection area on all forest EPs, 2008 - 2014",This matrix dataset describes the composition of the forest EPs in terms of tree species crown projection area (Crown projection area per EP for trees species).
18273,forest soil food web metaweb of 48 plots,"We assembled 48 forest soil food webs. We used stable isotope analyses, fatty acid analyses, mollecular gut contend analyses, body mass ranges and literature data to establish the feeding interactions. Binary food web structures can be used to calculate food web properties to describe the species interactions. The food web properties can be used to compare the soil food webs to other ecosystems. These are the first soil food webs, which were assembled using a combination of molecular methods to asses the feeding interactions. Samples were taken in 2008 and 2011."
18274,Species information forest soil food webs,"We assembled 48 forest soil food webs. We used stable isotope analyses, fatty acid analyses, molecular gut contend analyses, body mass ranges and literature data to establish the feeding interactions. Binary food web structures can be used to calculate food web properties to describe the species interactions. The food web properties can be used to compare the soil food webs to other ecosystems. These are the first soil food webs, which were assembled using a combination of molecular methods to assess the feeding interactions. Samples were taken in 2008 and 2011."
18275,Species lists of the 48 forest soil food webs,"We assembled 48 forest soil food webs. We used stable isotope analyses, fatty acid analyses, molecular gut contend analyses, body mass ranges and literature data to establish the feeding interactions. Binary food web structures can be used to calculate food web properties to describe the species interactions. The food web properties can be used to compare the soil food webs to other ecosystems. These are the first soil food webs, which were assembled using a combination of molecular methods to assess the feeding interactions. Samples were taken in 2008 and 2011."
18346,Carbohydrates in fine roots May 2011 all Forest EPs,"Differences in stand structure of managed and unmanaged forests influence belowground carbon allocation, thereby, affecting EMF (ectomycorrhizal fungi) diversity.Preceding experimental studies of our group established causal relationships between EMF diversity and root carbohydrate concentrations, in particular fructose and glucose (Druebert et al. 2009, Pena et al. 2010). Since management or growth conditions can affect tree carbohydrate production and, thereby, constitute the physiological link between this ecosystem service and EMFs diversity, we will determine root carbohydrate concentrations across the EPs of the Exploratories and test if they were correlated with EMF diversity and test for relationships with inventory parameters"
18386,"Gravimetric soil water content - Soil sampling campaign 2014, all experimental plots (EP), 0-10 cm","The core project Soil provides essential information on soil properties and ecosystem functions across all 301 experimental plots (EPs) of the Biodiversity Exploratories. This dataset contains the gravimetric soil water contents and dry matter contents in 0-10 cm depth from all EPs in 2014. Samples were collected in three regions in Germany (Schorfheide-Chorin, Hainich-Dün and Schwäbische Alb). Soil water content has a dominant influence on plant growth, soil temperature, transport of chemical compounds, ground water recharge and soil aeration. The gravimetric soil water content is the mass of water in the soil, measured as the weight difference between the moist and the oven-dry soil. The data collection was part of the core project Soil within the framework of the DFG-funded joint project Biodiversity Exploratories (SCHR 1181/2-2, TR 1054/4-2, https://www.biodiversity-exploratories.de/)."
18407,"Observational forest inventory 2013, geodata explanation 2014",Forest inventory at landscape level on systematic grids in three exploratories
18408,"Geodata of forest inventory, ALB 2013",Forest inventory at landscape level on systematic grids in the Schwäbische Alp.
18409,"Geodata of forest inventory, HAI 2013",Forest inventory at landscape level on systematic grids of Hainich.
