id,anchor1_id,anchor1_label,anchor1_score
16389,DROUGHT/PRECIPITATION RECONSTRUCTION,DROUGHT/PRECIPITATION RECONSTRUCTION,0.481094
16390,,,0.0
16426,CAVE DEPOSITS,CAVE DEPOSITS,0.489182
16427,,,0.0
16428,ISOTOPES,ISOTOPES,0.452707
16429,ISOTOPE MEASUREMENTS,ISOTOPE MEASUREMENTS,0.503983
16466,FOREST FIRE DANGER INDEX,FOREST FIRE DANGER INDEX,0.638741
16506,,,0.0
16546,BREEDING PRODUCTIVITY,BREEDING PRODUCTIVITY,0.629584
16566,SOIL BULK DENSITY,SOIL BULK DENSITY,0.610796
16586,,,0.0
16606,,,0.0
16607,,,0.0
16608,,,0.0
16646,VECTOR SPECIES,VECTOR SPECIES,0.581161
16666,SOIL ROOTING DEPTH,SOIL ROOTING DEPTH,0.644249
16706,SOIL HORIZONS/PROFILE,SOIL HORIZONS/PROFILE,0.545001
16707,SOIL CLASSIFICATION,SOIL CLASSIFICATION,0.588763
16726,ENVIRONMENTAL DNA (eDNA),ENVIRONMENTAL DNA (eDNA),0.535431
16746,,,0.0
16766,,,0.0
16786,FOREST MENSURATION,FOREST MENSURATION,0.608409
16806,,,0.0
16826,GRASSLANDS,GRASSLANDS,0.603481
16846,TREE RINGS,TREE RINGS,0.514963
16866,,,0.0
16867,,,0.0
16868,,,0.0
16869,,,0.0
16870,,,0.0
16871,,,0.0
16886,,,0.0
16887,,,0.0
16888,,,0.0
16889,,,0.0
16890,,,0.0
16891,,,0.0
16892,,,0.0
16893,,,0.0
16894,,,0.0
16895,,,0.0
16896,,,0.0
16897,,,0.0
16906,,,0.0
16907,,,0.0
16908,,,0.0
16909,,,0.0
16926,,,0.0
16946,,,0.0
16947,,,0.0
16966,,,0.0
16967,,,0.0
16968,,,0.0
16969,,,0.0
16986,,,0.0
16987,,,0.0
16988,,,0.0
16989,,,0.0
16990,,,0.0
16991,,,0.0
17006,,,0.0
17007,,,0.0
17008,,,0.0
17009,,,0.0
17010,,,0.0
17011,,,0.0
17012,,,0.0
17013,,,0.0
17014,,,0.0
17015,,,0.0
17016,FOREST HARVESTING AND ENGINEERING,FOREST HARVESTING AND ENGINEERING,0.495887
17017,FOREST HARVESTING AND ENGINEERING,FOREST HARVESTING AND ENGINEERING,0.499389
17018,SWAMPS,SWAMPS,0.482923
17026,SURFACE SOIL MOISTURE,SURFACE SOIL MOISTURE,0.588185
17046,MACROFAUNA,MACROFAUNA,0.60418
17066,,,0.0
17067,ISOTOPE MEASUREMENTS,ISOTOPE MEASUREMENTS,0.63449
17086,SOIL SALINITY/SOIL SODICITY,SOIL SALINITY/SOIL SODICITY,0.622372
17126,SILVICULTURE,SILVICULTURE,0.605171
17146,ORGANIC MATTER,ORGANIC MATTER,0.625435
17166,,,0.0
17186,FOREST HARVESTING AND ENGINEERING,FOREST HARVESTING AND ENGINEERING,0.556479
17226,SOIL MOISTURE/WATER CONTENT,SOIL MOISTURE/WATER CONTENT,0.681445
17246,,,0.0
17247,,,0.0
17266,,,0.0
17267,,,0.0
17326,LAND USE/LAND COVER CLASSIFICATION,LAND USE/LAND COVER CLASSIFICATION,0.611862
17327,BEDROCK LITHOLOGY,BEDROCK LITHOLOGY,0.459312
17346,,,0.0
17386,,,0.0
17387,,,0.0
17406,,,0.0
17407,,,0.0
17426,,,0.0
17446,,,0.0
17467,AMMONIA,AMMONIA,0.582659
17468,REFORESTATION/REVEGETATION,REFORESTATION/REVEGETATION,0.517124
17469,DENITRIFICATION RATE,DENITRIFICATION RATE,0.596099
17470,FIRST LEAF DATE,FIRST LEAF DATE,0.552287
17471,MACROFAUNA,MACROFAUNA,0.53846
17486,,,0.0
17506,,,0.0
17526,VEGETATION TEMPERATURE,VEGETATION TEMPERATURE,0.62047
17531,CRYOSPHERIC INDICATORS,CRYOSPHERIC INDICATORS,0.589765
17533,DROUGHT,DROUGHT,0.628988
17534,SOIL HORIZONS/PROFILE,SOIL HORIZONS/PROFILE,0.603735
17535,SPECIES DISTRIBUTION MODELS,SPECIES DISTRIBUTION MODELS,0.608054
17536,,,0.0
17537,SPECIES DISTRIBUTION MODELS,SPECIES DISTRIBUTION MODELS,0.620108
17547,LIZARDS/SNAKES,LIZARDS/SNAKES,0.522579
17548,DROUGHT/PRECIPITATION RECONSTRUCTION,DROUGHT/PRECIPITATION RECONSTRUCTION,0.621815
17549,,,0.0
17566,,,0.0
17567,,,0.0
17586,SPECIES DISTRIBUTION,SPECIES DISTRIBUTION,0.556128
17587,TREE RINGS,TREE RINGS,0.542327
17588,HYDROGEN OXIDE PROFILES,HYDROGEN OXIDE PROFILES,0.533124
17589,,,0.0
17606,POPULATION ABUNDANCE,POPULATION ABUNDANCE,0.527282
17626,,,0.0
17646,,,0.0
17647,HYDROGEN OXIDE PROFILES,HYDROGEN OXIDE PROFILES,0.512134
17648,,,0.0
17649,,,0.0
17650,HEXAPODS,HEXAPODS,0.484977
17687,,,0.0
17689,TEMPERATE CONIFEROUS FOREST,TEMPERATE CONIFEROUS FOREST,0.540499
17706,,,0.0
17707,,,0.0
17726,,,0.0
17727,,,0.0
17728,,,0.0
17729,,,0.0
17730,,,0.0
17731,,,0.0
17732,TREE RINGS,TREE RINGS,0.541184
17733,,,0.0
17746,SILVICULTURE,SILVICULTURE,0.620492
17766,TREE RINGS,TREE RINGS,0.610872
17767,APICULTURE,APICULTURE,0.47141
17806,PHOSPHATE,PHOSPHATE,0.517196
17807,PERMAFROST/METHANE RELEASE,PERMAFROST/METHANE RELEASE,0.51315
17886,LAND USE/LAND COVER CHANGE,LAND USE/LAND COVER CHANGE,0.587531
17887,LAND USE/LAND COVER CHANGE,LAND USE/LAND COVER CHANGE,0.597242
17907,WILDLAND FUELS,WILDLAND FUELS,0.504192
17926,,,0.0
17966,,,0.0
17967,,,0.0
17986,,,0.0
17987,,,0.0
18006,,,0.0
18007,,,0.0
18026,,,0.0
18027,,,0.0
18028,,,0.0
18029,,,0.0
18066,TROPICAL RAINFOREST,TROPICAL RAINFOREST,0.547953
18067,TREE RINGS,TREE RINGS,0.550603
18068,,,0.0
18069,,,0.0
18070,,,0.0
18071,,,0.0
18072,,,0.0
18073,,,0.0
18106,,,0.0
18107,,,0.0
18108,,,0.0
18126,,,0.0
18148,SPECIES DISTRIBUTION MODELS,SPECIES DISTRIBUTION MODELS,0.629369
18166,,,0.0
18186,SPECIES DISTRIBUTION,SPECIES DISTRIBUTION,0.546002
18187,MICROFOSSIL,MICROFOSSIL,0.573593
18206,,,0.0
18207,,,0.0
18208,,,0.0
18226,MICROFOSSIL,MICROFOSSIL,0.577424
18268,,,0.0
18269,FORESTS,FORESTS,0.600801
18270,FORESTS,FORESTS,0.61004
18271,FORESTS,FORESTS,0.621586
18273,NUTRITIONAL CONSTRAINTS,NUTRITIONAL CONSTRAINTS,0.613313
18274,NUTRITIONAL CONSTRAINTS,NUTRITIONAL CONSTRAINTS,0.631593
18275,NUTRITIONAL CONSTRAINTS,NUTRITIONAL CONSTRAINTS,0.627226
18346,,,0.0
18386,,,0.0
18407,,,0.0
18408,,,0.0
18409,,,0.0
18410,,,0.0
18411,,,0.0
18412,METAGENOME,METAGENOME,0.581496
18426,,,0.0
18466,BIODEGRATION,BIODEGRATION,0.616915
18506,SPECIES COMPETITION,SPECIES COMPETITION,0.559405
18507,SILVICULTURE,SILVICULTURE,0.600466
18526,,,0.0
18527,FLAGELLATES,FLAGELLATES,0.597625
18528,,,0.0
18546,PLANT DISEASES/DISORDERS/PESTS,PLANT DISEASES/DISORDERS/PESTS,0.593652
18547,,,0.0
18548,PLANT DISEASES/DISORDERS/PESTS,PLANT DISEASES/DISORDERS/PESTS,0.609373
18566,,,0.0
18567,HERBIVORY,HERBIVORY,0.670063
18568,,,0.0
18586,PROTISTS,PROTISTS,0.548437
18587,PROTISTS,PROTISTS,0.546099
18588,PROTISTS,PROTISTS,0.548467
18589,PROTISTS,PROTISTS,0.548684
18606,HERBIVORY,HERBIVORY,0.603073
18626,GREEN ALGAE,GREEN ALGAE,0.611143
18686,PROTISTS,PROTISTS,0.568666
18706,MORPHOLOGICAL ADAPTATION,MORPHOLOGICAL ADAPTATION,0.648816
18726,BEDROCK LITHOLOGY,BEDROCK LITHOLOGY,0.478882
18746,,,0.0
18766,ANIMAL BREEDING AND GENETICS,ANIMAL BREEDING AND GENETICS,0.562907
18767,FOREST SCIENCE,FOREST SCIENCE,0.662397
18786,LAND USE CLASSES,LAND USE CLASSES,0.606963
18787,,,0.0
18806,LAKE LEVELS,LAKE LEVELS,0.530339
18866,,,0.0
18886,ISOTOPES,ISOTOPES,0.571209
18906,,,0.0
18907,,,0.0
18926,DECOMPOSITION,DECOMPOSITION,0.615807
18946,POLLINATOR SPECIES,POLLINATOR SPECIES,0.508531
18947,HERBIVORY,HERBIVORY,0.538151
18966,,,0.0
18986,,,0.0
18987,,,0.0
19007,CLIMATE INDICATORS,CLIMATE INDICATORS,0.615257
19008,BIODEGRATION,BIODEGRATION,0.544566
19009,SURFACE SOIL MOISTURE,SURFACE SOIL MOISTURE,0.620605
19046,,,0.0
19067,,,0.0
19086,SPECIES/POPULATION INTERACTIONS,SPECIES/POPULATION INTERACTIONS,0.567324
19106,PARTICLE SIZE DISTRIBUTION,PARTICLE SIZE DISTRIBUTION,0.568469
19127,QUANTITATIVE POLYMERASE CHAIN REACTION (qPCR),QUANTITATIVE POLYMERASE CHAIN REACTION (qPCR),0.555911
19146,SOIL MOISTURE,SOIL MOISTURE,0.611354
19147,SOIL MOISTURE,SOIL MOISTURE,0.609318
19166,SPECIES DISTRIBUTION MODELS,SPECIES DISTRIBUTION MODELS,0.604933
19168,MICROBIAL SOURCE TRACKING,MICROBIAL SOURCE TRACKING,0.539256
19186,,,0.0
19206,TRANSCRIPTOMIC ANALYSIS,TRANSCRIPTOMIC ANALYSIS,0.548865
19226,,,0.0
19228,,,0.0
19229,ROOT ZONE SOIL MOISTURE,ROOT ZONE SOIL MOISTURE,0.555936
19230,,,0.0
19266,,,0.0
19286,SOIL SALINITY/SOIL SODICITY,SOIL SALINITY/SOIL SODICITY,0.626027
19306,GELBSTOFF,GELBSTOFF,0.604481
19326,,,0.0
19346,MAGNESIUM,MAGNESIUM,0.558614
19366,SURFACE SOIL MOISTURE,SURFACE SOIL MOISTURE,0.63819
19387,PLANT CHARACTERISTICS,PLANT CHARACTERISTICS,0.63065
19406,LIZARDS/SNAKES,LIZARDS/SNAKES,0.493844
19426,NUTRITIONAL CONSTRAINTS,NUTRITIONAL CONSTRAINTS,0.611703
19430,CARBON CYCLE/CARBON BUDGET MODELS,CARBON CYCLE/CARBON BUDGET MODELS,0.532674
19434,NUTRITIONAL CONSTRAINTS,NUTRITIONAL CONSTRAINTS,0.631747
19446,,,0.0
19466,,,0.0
19486,,,0.0
19506,,,0.0
19507,,,0.0
19508,,,0.0
19509,,,0.0
19510,,,0.0
19526,,,0.0
19566,SOIL SALINITY/SOIL SODICITY,SOIL SALINITY/SOIL SODICITY,0.624368
19586,HERBIVORY,HERBIVORY,0.597481
19626,,,0.0
19627,,,0.0
19629,,,0.0
19646,,,0.0
19647,SPECIES DISTRIBUTION MODELS,SPECIES DISTRIBUTION MODELS,0.623488
19648,,,0.0
19666,,,0.0
19706,ENVIRONMENTAL VULNERABILITY INDEX (EVI),ENVIRONMENTAL VULNERABILITY INDEX (EVI),0.514209
19786,MICROFAUNA,MICROFAUNA,0.506747
19788,VEGETATION FRACTION,VEGETATION FRACTION,0.596244
19806,NITROGEN,NITROGEN,0.614325
19807,VEGETATION HEIGHT,VEGETATION HEIGHT,0.581004
19809,,,0.0
19810,SUBMESOCALE EDDIES,SUBMESOCALE EDDIES,0.551901
19811,NITROGEN,NITROGEN,0.618093
19812,SUBMESOCALE EDDIES,SUBMESOCALE EDDIES,0.558047
19813,,,0.0
19826,CROP DENSITY,CROP DENSITY,0.554711
19846,,,0.0
19847,,,0.0
19848,ANIMAL ECOLOGY AND BEHAVIOR,ANIMAL ECOLOGY AND BEHAVIOR,0.508327
19849,ANIMAL ECOLOGY AND BEHAVIOR,ANIMAL ECOLOGY AND BEHAVIOR,0.514842
19850,ANIMAL ECOLOGY AND BEHAVIOR,ANIMAL ECOLOGY AND BEHAVIOR,0.517721
19851,ANIMAL ECOLOGY AND BEHAVIOR,ANIMAL ECOLOGY AND BEHAVIOR,0.517387
19852,ANIMAL ECOLOGY AND BEHAVIOR,ANIMAL ECOLOGY AND BEHAVIOR,0.514434
19853,NITROGEN,NITROGEN,0.623255
19866,MUSHROOMS,MUSHROOMS,0.544263
19867,REPTILES,REPTILES,0.559715
19886,LAND USE CLASSES,LAND USE CLASSES,0.612828
19906,GEOLINKED DATA ACCESS SERVICE,GEOLINKED DATA ACCESS SERVICE,0.592915
19946,SURFACE SOIL MOISTURE,SURFACE SOIL MOISTURE,0.56722
19966,NITROGEN,NITROGEN,0.713159
19967,,,0.0
19986,FOREST MENSURATION,FOREST MENSURATION,0.610102
20007,SOIL COLOR,SOIL COLOR,0.654037
20008,HOGS/PIGS,HOGS/PIGS,0.523455
20009,SOIL COLOR,SOIL COLOR,0.646818
20010,SATELLITE SOIL MOISTURE INDEX,SATELLITE SOIL MOISTURE INDEX,0.597597
20026,NUTRITIONAL CONSTRAINTS,NUTRITIONAL CONSTRAINTS,0.594736
20027,CATTLE/SHEEP,CATTLE/SHEEP,0.513896
20028,,,0.0
20029,BREEDING PRODUCTIVITY,BREEDING PRODUCTIVITY,0.521068
20030,BREEDING PRODUCTIVITY,BREEDING PRODUCTIVITY,0.520811
20031,,,0.0
20034,,,0.0
20035,,,0.0
20036,,,0.0
20037,,,0.0
20038,,,0.0
20039,REFORESTATION/REVEGETATION,REFORESTATION/REVEGETATION,0.614708
20040,HYDROGEN OXIDE PROFILES,HYDROGEN OXIDE PROFILES,0.565857
20041,SPECIES DISTRIBUTION MODELS,SPECIES DISTRIBUTION MODELS,0.619113
20044,SILVICULTURE,SILVICULTURE,0.695902
20045,HYDROGEN OXIDE PROFILES,HYDROGEN OXIDE PROFILES,0.577646
20047,,,0.0
20050,BIOLOGICAL HAZARDS MAPPING,BIOLOGICAL HAZARDS MAPPING,0.532486
20052,BREEDING PRODUCTIVITY,BREEDING PRODUCTIVITY,0.479226
20053,AMMONIA,AMMONIA,0.514263
20055,FOREST HARVESTING AND ENGINEERING,FOREST HARVESTING AND ENGINEERING,0.666233
20056,ELEMENTAL CARBON,ELEMENTAL CARBON,0.537848
20066,SUBMESOCALE EDDIES,SUBMESOCALE EDDIES,0.523911
20067,BIRDS,BIRDS,0.635074
20106,,,0.0
20126,ORGANIC MATTER,ORGANIC MATTER,0.542567
20127,,,0.0
20146,SPECIES DISTRIBUTION,SPECIES DISTRIBUTION,0.568477
20186,,,0.0
20206,LAND SURFACE/AGRICULTURE INDICATORS,LAND SURFACE/AGRICULTURE INDICATORS,0.526729
20226,DECOMPOSITION,DECOMPOSITION,0.497907
20227,SPECIES DISTRIBUTION MODELS,SPECIES DISTRIBUTION MODELS,0.628802
20246,METAGENOMICS,METAGENOMICS,0.579156
20247,METAGENOMICS,METAGENOMICS,0.574947
20248,,,0.0
20249,,,0.0
20250,MICROCLIMATE,MICROCLIMATE,0.6112
20251,MICROCLIMATE,MICROCLIMATE,0.610651
20266,,,0.0
20286,PHOSPHORUS,PHOSPHORUS,0.676157
20306,VECTOR SPECIES,VECTOR SPECIES,0.563637
20346,,,0.0
20347,REFORESTATION/REVEGETATION,REFORESTATION/REVEGETATION,0.621847
20386,BLOCKING INDEX,BLOCKING INDEX,0.518856
20406,BERYLLIUM-10 ANALYSIS,BERYLLIUM-10 ANALYSIS,0.478789
20426,SOIL ROOTING DEPTH,SOIL ROOTING DEPTH,0.615885
20446,,,0.0
20447,SNOW GRAINS,SNOW GRAINS,0.600826
20466,FREEZING DRIZZLE,FREEZING DRIZZLE,0.561525
20467,SOIL ROOTING DEPTH,SOIL ROOTING DEPTH,0.522511
20489,PLANT CHARACTERISTICS,PLANT CHARACTERISTICS,0.630259
20506,LARVACEANS,LARVACEANS,0.551059
20526,CROP DENSITY,CROP DENSITY,0.515357
20546,,,0.0
20606,,,0.0
20607,,,0.0
20626,SURFACE SOIL MOISTURE,SURFACE SOIL MOISTURE,0.645156
20646,SUBMESOCALE EDDIES,SUBMESOCALE EDDIES,0.560188
20647,,,0.0
20666,SUBMESOCALE EDDIES,SUBMESOCALE EDDIES,0.554886
20686,BIODIVERSITY FUNCTIONS,BIODIVERSITY FUNCTIONS,0.635155
20706,CARBON DIOXIDE,CARBON DIOXIDE,0.601362
20709,SILVICULTURE,SILVICULTURE,0.616639
20726,MICROFOSSIL,MICROFOSSIL,0.584272
20727,BIODEGRATION,BIODEGRATION,0.530691
20746,SOIL PRODUCTIVITY,SOIL PRODUCTIVITY,0.580718
20747,SOIL ROOTING DEPTH,SOIL ROOTING DEPTH,0.572564
20748,HERBIVORY,HERBIVORY,0.589571
20766,FORMAT CONVERSION SERVICES,FORMAT CONVERSION SERVICES,0.534081
20786,VEGETATION COVER,VEGETATION COVER,0.524646
20787,VEGETATION COVER,VEGETATION COVER,0.521637
20806,LIDAR WAVEFORM,LIDAR WAVEFORM,0.617827
20826,EARTH SCIENCE SERVICES,EARTH SCIENCE SERVICES,0.583153
20846,DROUGHT,DROUGHT,0.656593
20888,,,0.0
20889,,,0.0
20890,,,0.0
20891,SEDIMENTS,SEDIMENTS,0.551534
20892,SEDIMENTS,SEDIMENTS,0.559291
20893,,,0.0
20906,,,0.0
20907,COORDINATE REFERENCE SYSTEM,COORDINATE REFERENCE SYSTEM,0.586858
20926,SURFACE SOIL MOISTURE,SURFACE SOIL MOISTURE,0.564972
20946,,,0.0
20966,,,0.0
20986,,,0.0
21006,,,0.0
21046,HERBIVORY,HERBIVORY,0.58638
21047,,,0.0
21048,,,0.0
21049,,,0.0
21066,FERNS AND ALLIES,FERNS AND ALLIES,0.506367
21087,PLANT CHARACTERISTICS,PLANT CHARACTERISTICS,0.636319
21088,PHOSPHORUS,PHOSPHORUS,0.608203
21106,CLOUD-SCREENED TOTAL COLUMN NITROGEN DIOXIDE (NO2),CLOUD-SCREENED TOTAL COLUMN NITROGEN DIOXIDE (NO2),0.600281
21126,DORIS (DOPPLER ORBITOGRAPHY AND RADIOPOSITIONING BY INTEGRATED SATELLITE),DORIS (DOPPLER ORBITOGRAPHY AND RADIOPOSITIONING BY INTEGRATED SATELLITE),0.53946
21130,LAND SURFACE MODELS,LAND SURFACE MODELS,0.544437
21133,,,0.0
21135,PLANT CHARACTERISTICS,PLANT CHARACTERISTICS,0.659807
21136,PLANT CHARACTERISTICS,PLANT CHARACTERISTICS,0.660582
21137,PLANT CHARACTERISTICS,PLANT CHARACTERISTICS,0.660118
21187,VEGETATION HEIGHT,VEGETATION HEIGHT,0.579749
21206,MUSHROOMS,MUSHROOMS,0.538496
21207,REPTILES,REPTILES,0.557194
21227,,,0.0
21228,,,0.0
21246,,,0.0
21247,MORPHOLOGICAL ADAPTATION,MORPHOLOGICAL ADAPTATION,0.624483
21286,CUMULUS HUMILIS,CUMULUS HUMILIS,0.571966
21287,CLIMATE WARMING,CLIMATE WARMING,0.528912
21306,SEDIMENT COMPOSITION,SEDIMENT COMPOSITION,0.49758
21326,,,0.0
21327,,,0.0
21346,MARSHES,MARSHES,0.515553
21347,,,0.0
21366,FRACTION OF ABSORBED PHOTOSYNTHETICALLY ACTIVE RADIATION (FAPAR),FRACTION OF ABSORBED PHOTOSYNTHETICALLY ACTIVE RADIATION (FAPAR),0.493862
21367,FRACTION OF ABSORBED PHOTOSYNTHETICALLY ACTIVE RADIATION (FAPAR),FRACTION OF ABSORBED PHOTOSYNTHETICALLY ACTIVE RADIATION (FAPAR),0.500665
21368,FRACTION OF ABSORBED PHOTOSYNTHETICALLY ACTIVE RADIATION (FAPAR),FRACTION OF ABSORBED PHOTOSYNTHETICALLY ACTIVE RADIATION (FAPAR),0.521886
21386,SEDIMENTS,SEDIMENTS,0.583293
21406,,,0.0
21426,,,0.0
21446,,,0.0
21447,,,0.0
21448,,,0.0
21449,,,0.0
21451,BIRDS,BIRDS,0.584944
21466,NUTRITIONAL CONSTRAINTS,NUTRITIONAL CONSTRAINTS,0.61882
21486,BREEDING PRODUCTIVITY,BREEDING PRODUCTIVITY,0.52313
21487,ANGIOSPERMS (FLOWERING PLANTS),ANGIOSPERMS (FLOWERING PLANTS),0.521142
21488,,,0.0
21489,,,0.0
21506,,,0.0
21526,CATTLE/SHEEP,CATTLE/SHEEP,0.468308
21546,,,0.0
21547,AMMONIA,AMMONIA,0.566334
21566,,,0.0
21586,PLANT CHARACTERISTICS,PLANT CHARACTERISTICS,0.631295
21606,,,0.0
21646,SURFACE SOIL MOISTURE,SURFACE SOIL MOISTURE,0.558828
21686,BIOTURBATION,BIOTURBATION,0.591621
21687,EARTHWORMS,EARTHWORMS,0.554544
21688,ECOSYSTEM FUNCTIONS,ECOSYSTEM FUNCTIONS,0.58056
21706,ECOSYSTEM FUNCTIONS,ECOSYSTEM FUNCTIONS,0.53319
21707,,,0.0
21726,,,0.0
21746,,,0.0
21766,,,0.0
21786,FLAGELLATES,FLAGELLATES,0.55437
21809,,,0.0
21826,,,0.0
21848,,,0.0
21866,,,0.0
21868,,,0.0
21886,TEMPERATE CONIFEROUS FOREST,TEMPERATE CONIFEROUS FOREST,0.470815
21906,,,0.0
21946,,,0.0
21966,,,0.0
21967,,,0.0
21968,,,0.0
21969,,,0.0
21970,,,0.0
21986,MICROBIAL SOURCE TRACKING,MICROBIAL SOURCE TRACKING,0.522798
22006,,,0.0
22007,CENTIPEDES,CENTIPEDES,0.532317
22008,,,0.0
22026,,,0.0
22027,,,0.0
22046,,,0.0
22066,NUTRITIONAL CONSTRAINTS,NUTRITIONAL CONSTRAINTS,0.625378
22126,SEDIMENTS,SEDIMENTS,0.486692
22146,,,0.0
22147,MICROFAUNA,MICROFAUNA,0.544133
22166,MICROFAUNA,MICROFAUNA,0.548073
22186,METAGENOME ASSEMBLED GENOMES (MAGs),METAGENOME ASSEMBLED GENOMES (MAGs),0.56445
22188,FERNS AND ALLIES,FERNS AND ALLIES,0.547723
22226,SURFACE SOIL MOISTURE,SURFACE SOIL MOISTURE,0.60985
22246,,,0.0
22247,,,0.0
22266,FERNS AND ALLIES,FERNS AND ALLIES,0.511312
22267,,,0.0
22306,,,0.0
22307,,,0.0
22326,PLANT CHARACTERISTICS,PLANT CHARACTERISTICS,0.642556
22346,,,0.0
22366,SUB-BOTTOM PROFILE,SUB-BOTTOM PROFILE,0.571876
22386,NITROGEN,NITROGEN,0.61974
22406,,,0.0
22426,TORNADO PATH WIDTH,TORNADO PATH WIDTH,0.54255
22466,METAGENOME ASSEMBLED GENOMES (MAGs),METAGENOME ASSEMBLED GENOMES (MAGs),0.551618
22467,RNA,RNA,0.523613
22468,,,0.0
22469,,,0.0
22470,,,0.0
22471,,,0.0
22472,,,0.0
22473,,,0.0
22486,EVAPOTRANSPIRATION,EVAPOTRANSPIRATION,0.595527
22506,SPECIES DISTRIBUTION MODELS,SPECIES DISTRIBUTION MODELS,0.630503
22526,,,0.0
22547,,,0.0
22548,,,0.0
22567,LAND USE/LAND COVER CLASSIFICATION,LAND USE/LAND COVER CLASSIFICATION,0.613694
22606,PILEUS,PILEUS,0.48208
22607,,,0.0
22608,PLANT CHARACTERISTICS,PLANT CHARACTERISTICS,0.627214
22609,PLANT CHARACTERISTICS,PLANT CHARACTERISTICS,0.639642
22610,,,0.0
22626,BLOCKING INDEX,BLOCKING INDEX,0.451025
22627,,,0.0
22628,,,0.0
22646,LAND USE CLASSES,LAND USE CLASSES,0.601718
22647,,,0.0
22666,TREE RINGS,TREE RINGS,0.553537
22667,AEROALLERGENS,AEROALLERGENS,0.544336
22686,METHANE,METHANE,0.613898
22706,FERNS AND ALLIES,FERNS AND ALLIES,0.546999
22707,FERNS AND ALLIES,FERNS AND ALLIES,0.547621
22726,,,0.0
22746,POTENTIAL EVAPOTRANSPIRATION,POTENTIAL EVAPOTRANSPIRATION,0.57434
22748,,,0.0
22749,,,0.0
22766,,,0.0
22786,,,0.0
22806,DATA NETWORKING/DATA TRANSFER TOOLS,DATA NETWORKING/DATA TRANSFER TOOLS,0.513247
22846,,,0.0
22866,SPECIES DISTRIBUTION MODELS,SPECIES DISTRIBUTION MODELS,0.639983
22867,,,0.0
22868,FOREST PRODUCTS/COMMODITIES,FOREST PRODUCTS/COMMODITIES,0.629384
22906,AGGREGATION,AGGREGATION,0.500339
22907,FORESTS,FORESTS,0.609264
22927,LIDAR,LIDAR,0.559548
22967,TEMPERATE CONIFEROUS FOREST,TEMPERATE CONIFEROUS FOREST,0.568975
22968,TEMPERATE CONIFEROUS FOREST,TEMPERATE CONIFEROUS FOREST,0.544735
22969,,,0.0
22987,TRANS-NINO INDEX,TRANS-NINO INDEX,0.458358
23006,,,0.0
23026,PALMER HYDROLOGICAL DROUGHT INDEX,PALMER HYDROLOGICAL DROUGHT INDEX,0.601898
23046,,,0.0
23047,LAND SURFACE FEEDBACKS,LAND SURFACE FEEDBACKS,0.651856
23048,,,0.0
23066,,,0.0
23067,,,0.0
23107,ACTIVE LAYER,ACTIVE LAYER,0.504417
23126,,,0.0
23147,,,0.0
23148,,,0.0
23166,,,0.0
23186,,,0.0
23226,,,0.0
23227,FERNS AND ALLIES,FERNS AND ALLIES,0.539194
23247,,,0.0
23266,AMMONIUM AEROSOLS,AMMONIUM AEROSOLS,0.613354
23267,,,0.0
23268,AMMONIUM AEROSOLS,AMMONIUM AEROSOLS,0.601887
23287,,,0.0
23288,,,0.0
23289,,,0.0
23306,BIODIVERSITY FUNCTIONS,BIODIVERSITY FUNCTIONS,0.62268
23346,SPECIES DISTRIBUTION MODELS,SPECIES DISTRIBUTION MODELS,0.6217
23347,SPECIES DISTRIBUTION MODELS,SPECIES DISTRIBUTION MODELS,0.615976
23366,,,0.0
23367,NUTRITIONAL CONSTRAINTS,NUTRITIONAL CONSTRAINTS,0.606649
23368,,,0.0
23386,ISOTOPE MEASUREMENTS,ISOTOPE MEASUREMENTS,0.55734
23406,,,0.0
23426,NUTRITIONAL CONSTRAINTS,NUTRITIONAL CONSTRAINTS,0.624316
23427,NUTRITIONAL CONSTRAINTS,NUTRITIONAL CONSTRAINTS,0.601029
23428,REPTILES,REPTILES,0.573507
23429,NUTRITIONAL CONSTRAINTS,NUTRITIONAL CONSTRAINTS,0.616553
23430,,,0.0
23447,,,0.0
23466,ANIMAL BREEDING AND GENETICS,ANIMAL BREEDING AND GENETICS,0.504781
23486,,,0.0
23506,,,0.0
23526,,,0.0
23548,,,0.0
23566,SUBMESOCALE EDDIES,SUBMESOCALE EDDIES,0.554311
23586,VEGETATION COVER,VEGETATION COVER,0.59684
23606,FERTILIZERS,FERTILIZERS,0.553273
23646,FOREST CONSERVATION,FOREST CONSERVATION,0.623871
23666,,,0.0
23686,TREE RINGS,TREE RINGS,0.567465
23706,BREEDING PRODUCTIVITY,BREEDING PRODUCTIVITY,0.551578
23707,,,0.0
23726,,,0.0
23766,,,0.0
23786,,,0.0
23787,,,0.0
23806,FLAGELLATES,FLAGELLATES,0.554068
23826,,,0.0
23846,,,0.0
23847,REFORESTATION/REVEGETATION,REFORESTATION/REVEGETATION,0.631329
23848,REFORESTATION/REVEGETATION,REFORESTATION/REVEGETATION,0.633485
23886,,,0.0
23906,,,0.0
23926,MORPHOLOGICAL ADAPTATION,MORPHOLOGICAL ADAPTATION,0.620261
23946,,,0.0
23966,,,0.0
23967,METAGENOMICS,METAGENOMICS,0.602908
23986,SPECIES MIGRATION,SPECIES MIGRATION,0.574428
23987,ANIMAL BREEDING AND GENETICS,ANIMAL BREEDING AND GENETICS,0.518462
